industry_type,service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,calendar_load_factor,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
1,1,2,1,1,2,7,3,17,3,0.76,21.87,43.38,48.3
2,2,4,1,1,1,22,7,14,5,0.59,41.27,71.34,82.8
2,0,1,0,2,0,27,4,14,6,0.22,15.26,103.0,108.8
0,0,5,1,1,0,24,4,9,2,0.74,11.8,28.32,31.8
5,2,1,0,1,1,45,4,17,2,0.38,20.33,228.71,243.8
1,1,2,1,1,1,25,2,12,3,0.33,15.64,166.18,171.9
0,1,2,1,1,1,25,2,18,4,0.26,19.94,211.86,224.6
1,0,2,1,1,1,42,2,17,5,0.51,9.78,174.57,195.4
3,2,2,1,1,1,43,6,14,6,0.16,17.34,105.63,111.9
2,2,3,1,2,1,48,3,18,2,0.51,50.0,560.0,300.0
3,1,1,1,2,1,46,7,8,0,0.16,9.97,65.52,68.9
0,0,5,1,1,1,35,1,17,0,0.51,12.11,169.54,185.2
1,1,2,1,3,1,33,3,21,3,0.37,27.29,255.16,268.8
4,0,3,0,2,1,1,3,18,2,0.96,5.52,2.0,2.4
0,0,2,1,1,1,15,1,10,6,0.29,9.76,124.44,133.8
4,1,2,1,1,1,29,5,10,5,0.14,17.84,87.95,94.8
0,0,3,0,1,0,9,1,14,6,0.46,8.09,50.97,56.8
4,0,2,0,1,2,15,5,21,4,0.93,6.34,16.17,20.3
1,1,1,1,1,1,49,5,8,6,0.82,19.66,192.67,217.3
3,0,2,0,1,2,37,4,18,0,0.8,3.0,23.59,27.7
0,0,3,1,1,1,17,7,8,6,0.23,9.37,15.93,19.8
0,0,2,1,3,1,37,2,10,3,0.79,14.66,230.53,257.7
0,1,3,0,1,2,4,5,15,6,0.18,21.69,12.15,16.3
0,0,4,0,1,1,35,1,13,2,0.17,9.12,175.56,180.0
1,1,2,0,1,1,8,4,14,4,0.63,16.26,27.64,32.2
2,0,2,1,2,1,25,1,8,1,0.77,18.45,392.06,300.0
2,0,1,1,3,2,24,7,21,4,0.18,24.73,84.79,91.4
4,2,1,0,1,1,12,7,11,3,0.63,28.14,48.24,52.2
3,0,2,1,2,1,3,7,19,5,0.35,6.2,2.26,5.0
3,1,1,0,1,1,47,2,11,2,0.21,5.43,127.6,129.8
2,1,1,1,1,1,18,1,11,4,0.58,31.67,570.06,300.0
2,0,2,0,1,1,19,3,14,3,0.62,11.42,61.48,67.9
2,0,2,1,1,1,7,6,11,0,0.92,12.86,12.75,14.1
4,2,4,0,1,1,28,6,20,3,0.45,24.99,64.14,68.9
0,1,1,1,1,1,29,1,12,6,0.58,19.03,551.87,300.0
0,0,3,1,1,1,37,6,21,0,0.38,11.42,49.3,53.9
3,1,1,1,1,2,23,1,18,0,0.97,12.15,279.45,300.0
0,0,4,0,1,1,32,2,10,4,0.81,8.23,72.42,84.5
4,1,2,0,1,1,30,3,12,6,0.78,12.2,103.7,117.7
4,0,2,1,4,1,21,3,15,6,0.42,13.84,82.35,88.3
0,1,1,1,3,1,19,6,15,6,0.32,26.86,85.06,90.1
0,1,2,0,1,1,4,4,9,4,0.37,15.11,12.84,14.2
2,1,1,1,3,1,17,1,10,6,0.28,42.35,719.95,300.0
3,0,2,1,3,1,34,5,15,4,0.34,7.99,46.18,50.0
1,1,4,1,1,0,21,4,17,6,0.3,16.83,48.6,53.1
3,1,3,1,1,1,20,2,13,6,0.17,9.55,66.85,71.6
2,1,2,1,3,1,3,1,11,5,0.87,37.58,95.83,111.3
1,0,4,0,2,1,26,6,13,6,0.51,6.64,15.83,17.2
0,0,1,0,1,1,40,4,21,0,0.52,8.71,87.1,91.6
4,1,3,1,2,1,24,1,19,4,0.88,17.64,296.35,300.0
0,2,3,0,1,1,34,1,14,0,0.81,30.69,730.42,300.0
4,1,2,0,1,1,29,3,14,5,0.33,15.69,128.92,135.5
2,1,2,0,1,1,7,3,17,2,0.82,22.23,44.09,51.9
2,2,2,1,1,1,23,7,16,0,0.62,50.0,139.64,153.1
4,0,3,0,1,1,19,6,17,2,0.79,4.26,9.44,8.6
4,0,1,1,1,2,43,7,12,2,0.46,9.32,57.25,61.9
1,0,5,1,1,1,16,1,14,4,0.59,8.62,55.17,63.2
0,1,1,0,1,1,37,1,18,6,0.4,17.1,632.7,300.0
4,0,2,1,1,1,1,2,13,2,1.0,7.51,3.19,10.7
2,1,1,1,1,1,2,6,8,0,0.16,26.75,8.92,8.5
0,0,2,0,1,1,48,4,19,4,0.68,7.23,73.75,82.5
5,1,4,1,1,2,31,1,19,4,0.96,14.46,246.54,283.3
0,2,2,0,1,1,37,4,20,5,0.69,34.93,274.64,300.0
0,0,1,1,1,1,2,5,10,6,0.93,10.64,4.26,6.6
0,1,2,1,1,1,16,6,12,6,0.73,21.03,47.67,53.8
3,1,2,1,3,0,18,7,12,2,0.43,12.31,26.91,29.6
3,0,2,0,2,1,4,7,18,0,0.96,3.0,2.0,3.5
1,0,4,1,3,0,1,3,12,6,0.37,14.77,2.71,1.5
1,1,3,1,2,1,42,3,19,1,0.85,20.21,198.06,227.4
1,1,4,1,1,0,38,2,15,6,0.22,20.63,215.58,224.3
3,1,2,0,2,1,34,7,13,5,0.88,7.3,30.14,34.9
0,2,1,1,2,1,18,6,19,5,0.75,43.98,131.94,146.1
5,2,2,1,1,1,49,5,21,6,0.67,26.35,219.5,246.9
0,2,3,1,1,0,40,7,14,5,0.38,39.34,157.36,170.4
5,0,1,1,1,1,26,4,16,2,0.18,6.79,44.14,44.4
0,0,1,1,2,1,3,1,16,1,0.19,12.49,37.47,40.6
4,2,1,1,1,1,11,3,15,6,0.84,33.14,121.51,140.3
0,1,1,1,1,1,6,5,16,1,0.87,21.17,25.4,31.1
0,0,3,1,1,1,13,6,18,0,0.98,10.66,16.17,20.6
4,0,2,0,2,1,43,5,20,1,0.68,5.77,42.18,46.1
4,2,1,1,1,1,20,7,11,2,0.35,25.68,73.37,76.7
2,0,5,1,8,2,11,6,21,6,0.75,45.28,33.21,43.1
3,2,2,0,2,1,21,4,9,3,0.4,15.63,69.75,70.3
2,1,1,0,2,1,30,7,14,0,0.76,34.28,146.91,165.3
4,1,1,1,2,1,19,4,15,5,0.38,22.8,108.3,118.8
1,0,2,1,1,2,40,2,10,6,0.77,11.16,189.72,212.7
2,1,1,0,1,1,28,2,13,3,0.6,26.24,367.36,300.0
2,1,1,0,1,1,47,5,15,2,0.55,22.52,211.69,231.3
1,0,2,1,1,1,28,2,10,4,0.23,8.87,105.55,114.5
4,1,2,1,2,1,37,3,9,3,0.63,19.44,203.8,228.8
0,1,2,0,1,1,35,4,11,5,0.33,15.84,117.81,127.5
0,0,3,1,1,1,29,6,9,4,0.56,10.83,36.64,39.8
2,2,2,1,1,2,42,3,21,2,0.44,50.0,595.0,300.0
3,2,2,1,1,1,37,4,15,1,0.14,19.1,150.17,158.2
0,0,3,0,1,1,9,1,8,6,0.16,8.42,53.05,55.7
1,2,3,1,1,2,13,6,16,3,0.57,35.42,53.72,63.4
5,1,2,0,2,0,25,5,20,3,0.78,10.73,45.6,53.2
0,1,2,1,1,1,37,4,16,6,0.9,20.59,161.89,186.9
3,0,2,1,1,1,1,4,13,5,0.74,4.8,2.0,4.3
3,0,4,0,2,1,2,4,18,0,0.13,3.3,2.0,5.8
2,1,2,0,1,1,17,6,13,0,0.57,21.72,52.31,59.6
5,0,2,1,1,0,43,5,16,5,0.91,8.22,60.09,69.1
3,0,2,1,1,1,40,4,19,1,0.2,5.17,43.94,46.2
2,0,3,1,1,2,38,6,18,2,0.65,18.23,80.82,93.0
2,1,1,0,2,1,22,4,11,0,0.93,30.57,168.14,192.2
3,1,3,1,2,0,12,6,15,0,0.86,10.35,14.49,22.4
2,2,1,1,1,1,18,5,19,3,0.4,48.78,175.61,187.4
4,0,5,1,2,0,1,1,20,5,0.61,9.03,3.61,7.0
1,0,2,0,1,1,4,6,13,5,0.61,5.19,2.94,5.7
1,1,2,1,1,2,42,7,21,5,0.76,19.51,99.5,112.5
0,0,1,1,1,1,47,2,10,3,0.13,11.27,264.84,273.3
0,1,4,1,2,2,12,3,14,5,0.71,30.05,66.11,76.6
0,0,1,0,1,1,21,3,16,6,0.67,7.66,53.62,58.9
4,1,2,1,2,1,33,1,20,5,0.58,19.39,543.89,300.0
3,1,3,0,1,1,46,5,19,1,0.17,5.74,36.97,40.1
3,1,1,1,2,1,48,4,20,1,0.97,12.1,145.2,169.8
3,0,5,0,3,1,30,5,20,3,0.24,3.44,8.26,9.7
4,1,2,1,2,1,40,6,16,6,0.35,23.25,131.75,139.8
2,2,4,0,2,0,0,3,19,0,0.47,50.0,2.0,4.0
4,0,4,1,1,1,28,4,11,4,0.82,8.07,31.07,38.7
1,1,1,1,1,0,47,4,9,5,0.15,19.84,233.12,247.0
5,0,2,1,4,2,34,4,14,2,0.18,15.1,109.1,113.0
3,1,4,1,1,1,8,2,19,0,0.18,9.11,20.04,22.1
1,0,3,1,1,1,21,7,16,3,0.7,8.78,18.44,24.1
2,1,3,1,1,1,6,5,8,5,0.42,31.72,26.64,30.3
2,0,2,1,2,1,5,7,13,4,0.86,15.54,9.43,10.1
0,1,5,0,1,1,49,4,8,2,0.37,13.78,67.52,74.5
2,2,1,1,2,1,39,6,16,2,0.53,50.0,325.0,300.0
1,1,4,1,1,0,0,3,18,5,0.83,18.03,2.0,2.8
0,2,3,1,1,2,19,2,17,0,0.47,37.81,251.44,270.4
5,1,2,1,1,0,40,5,13,2,0.78,14.74,100.23,112.8
3,0,3,0,4,1,37,5,20,5,0.48,3.73,19.32,22.0
4,0,3,0,1,1,5,3,17,6,0.97,4.33,5.05,5.4
3,0,1,0,2,1,7,6,19,5,0.77,3.0,3.5,7.3
1,1,1,0,1,1,29,2,11,5,0.89,16.6,240.7,274.4
2,1,1,1,6,1,16,2,14,6,0.28,50.0,400.0,300.0
3,0,2,0,1,0,18,5,19,0,0.93,3.0,9.18,12.3
5,1,2,1,1,2,30,1,21,1,0.92,15.82,403.41,300.0
1,0,4,0,1,0,10,4,15,3,0.79,6.45,8.87,9.4
4,0,1,0,1,1,35,3,15,0,0.3,4.82,56.23,63.0
5,0,2,1,1,1,12,5,12,2,0.68,7.81,15.93,17.4
3,1,5,1,1,0,28,2,9,6,0.27,9.99,55.94,57.6
5,2,3,1,1,1,6,7,9,5,0.4,21.8,13.08,15.4
1,0,2,0,1,1,49,7,17,6,0.97,5.22,31.06,37.8
5,1,1,0,1,1,8,6,11,1,0.82,8.57,11.43,15.6
3,1,2,1,4,1,44,7,12,1,0.25,12.68,67.75,73.8
0,0,2,1,3,2,45,2,10,5,0.23,19.28,368.73,300.0
5,2,3,1,1,1,10,6,8,5,0.97,20.96,24.45,27.2
2,0,1,0,3,1,13,1,15,1,0.23,16.37,212.81,221.7
2,2,2,0,2,1,48,4,17,5,0.77,50.0,510.0,300.0
2,0,2,0,6,1,25,4,10,5,0.73,21.35,113.42,126.0
0,1,1,1,1,1,30,6,18,5,0.39,20.39,101.95,111.0
2,1,4,0,4,1,39,3,21,3,0.56,40.64,290.58,300.0
4,0,3,1,1,1,37,7,17,0,0.32,9.2,34.04,33.5
0,0,3,1,1,1,45,1,14,1,0.55,11.81,372.02,300.0
1,0,2,1,1,1,13,2,18,5,0.44,8.5,46.96,55.8
0,0,4,0,1,1,33,1,13,3,0.84,7.18,130.32,152.2
2,1,4,1,3,1,19,3,20,3,0.39,34.72,120.94,131.9
3,2,1,0,1,2,32,5,21,1,0.1,18.37,117.57,125.1
4,0,2,1,1,1,25,7,9,3,0.71,8.05,24.44,29.8
5,0,3,1,1,1,25,1,14,4,0.21,7.34,128.45,135.3
3,0,4,0,1,2,49,7,10,6,0.88,3.0,11.55,13.9
1,0,3,1,1,1,37,3,17,3,0.52,8.99,77.61,85.8
5,2,5,0,2,2,25,3,18,2,0.94,29.26,97.53,114.5
4,0,3,0,1,0,10,1,21,3,0.1,5.18,36.26,37.0
2,0,1,1,1,1,21,6,15,0,0.6,13.94,48.79,57.2
3,0,1,0,1,2,3,4,19,5,0.97,3.0,2.25,3.4
5,0,5,1,1,2,28,5,12,3,0.84,7.38,16.53,22.9
3,0,1,0,1,1,28,3,15,3,0.7,3.0,28.0,32.1
1,0,2,1,1,1,34,6,9,3,0.22,10.09,48.6,56.5
3,0,2,0,2,1,33,1,14,2,0.62,3.33,93.41,102.3
0,1,1,1,1,2,5,1,12,2,0.23,21.32,106.6,113.6
1,1,3,1,1,1,33,6,10,5,0.41,18.19,70.03,77.5
2,1,4,0,4,1,48,3,12,5,0.77,37.74,332.11,300.0
0,0,5,0,1,0,42,2,10,1,0.57,9.3,78.12,89.5
0,0,5,0,1,2,17,1,19,3,0.52,10.46,71.13,78.0
0,0,2,1,2,1,12,7,18,0,0.61,14.97,21.81,27.4
3,0,5,1,1,2,30,2,17,6,0.23,6.05,36.3,38.7
4,0,2,1,1,2,13,7,21,4,0.74,8.17,12.9,16.8
5,2,4,0,3,1,14,7,12,1,0.64,29.5,32.45,36.2
1,0,3,1,1,0,12,3,14,4,0.9,8.73,24.44,32.8
2,0,1,0,4,1,37,5,21,5,0.52,22.03,163.02,178.0
5,1,2,0,1,2,35,6,15,5,0.48,13.57,67.28,74.8
0,1,5,1,1,1,34,2,14,2,0.91,20.92,142.26,164.6
3,1,2,0,1,2,15,7,21,1,0.88,6.5,11.84,18.2
4,0,2,0,1,0,34,3,20,1,0.34,5.06,48.74,54.5
0,1,3,1,1,1,43,7,19,3,0.51,18.19,78.22,88.5
4,1,4,1,1,0,41,7,12,4,0.59,19.43,62.59,69.0
4,0,2,1,1,1,34,2,12,6,0.74,8.02,115.89,130.3
0,2,1,0,2,1,34,4,21,4,0.7,37.8,321.3,300.0
0,1,1,1,1,1,43,1,17,1,0.24,19.2,825.6,300.0
0,1,5,0,1,1,19,2,14,1,0.36,17.37,66.01,72.8
1,1,1,0,1,0,16,6,10,2,0.78,16.93,45.15,48.2
2,2,3,1,6,0,40,4,15,6,0.59,50.0,350.0,300.0
2,1,2,1,4,1,19,5,18,2,0.53,41.09,132.72,145.8
1,2,1,1,1,1,20,5,18,4,0.83,36.99,147.96,169.9
5,0,2,1,1,1,11,2,20,3,0.53,7.15,33.43,37.3
1,2,2,1,2,1,11,2,19,3,0.52,34.67,162.08,179.0
0,1,1,1,2,1,31,5,20,5,0.29,19.68,122.02,129.6
1,1,5,1,1,1,7,1,12,3,0.64,20.56,57.57,65.7
2,0,5,1,4,0,21,5,13,5,0.96,24.31,40.84,50.9
2,0,1,0,2,1,22,4,13,4,0.83,14.28,78.54,90.7
1,2,5,1,2,0,17,3,10,2,0.85,47.77,108.28,122.4
0,0,4,1,1,0,21,6,12,5,0.27,10.14,19.52,23.1
4,1,5,0,2,1,48,5,14,3,0.89,16.81,64.55,77.2
5,2,3,0,1,0,13,1,21,1,0.51,23.97,218.13,234.0
1,0,2,1,1,2,34,6,13,0,0.21,12.2,58.76,66.2
1,0,2,1,1,2,27,1,18,5,0.65,9.94,228.12,250.5
3,0,1,1,4,1,37,4,18,0,0.26,8.76,81.03,84.9
3,0,1,0,4,1,49,3,13,0,0.18,3.86,63.05,67.4
1,1,3,0,1,2,49,4,18,0,0.19,18.15,155.64,161.8
5,0,1,0,3,1,17,1,19,4,0.3,5.46,92.82,96.5
2,1,1,0,1,1,9,3,11,0,0.44,25.41,76.23,81.9
2,2,3,0,1,1,31,2,9,1,0.31,49.62,538.38,300.0
3,0,2,1,2,1,4,4,8,4,0.93,6.99,5.94,8.2
5,2,2,1,1,0,36,7,16,1,0.8,20.91,91.41,104.7
4,0,1,0,1,1,28,4,14,4,0.36,5.65,39.55,42.0
0,0,4,0,1,2,2,2,20,1,0.99,10.05,5.53,8.5
1,0,3,1,1,2,15,4,11,1,0.24,11.56,30.34,33.7
2,0,2,1,2,2,29,2,11,5,0.55,23.94,295.06,300.0
1,1,2,1,1,1,35,4,20,0,0.46,19.39,144.21,155.5
3,1,1,0,2,1,2,7,11,3,0.32,7.65,2.19,1.8
4,1,1,0,1,1,29,1,13,0,0.5,13.46,390.34,300.0
3,0,2,1,1,2,22,3,12,2,0.57,7.04,43.88,50.3
5,1,3,0,3,1,39,7,9,4,0.4,14.66,57.17,62.1
1,0,4,1,2,2,10,7,14,6,0.42,11.02,8.66,11.7
4,1,2,1,1,1,32,6,20,1,0.22,15.68,71.08,72.3
4,0,4,0,1,1,36,3,11,3,0.95,5.37,35.44,42.3
1,0,2,0,1,1,46,4,9,0,0.21,5.85,57.18,58.4
3,1,2,0,2,1,29,6,13,1,0.72,7.44,30.57,33.8
0,2,2,0,1,1,8,5,20,3,0.7,28.42,38.65,44.6
4,1,1,0,1,1,47,7,20,2,0.75,13.54,90.91,101.4
2,1,2,0,3,0,32,6,18,3,0.63,36.95,167.51,184.1
1,2,2,0,1,2,8,3,21,2,0.87,33.53,76.0,87.2
3,1,1,0,1,1,37,6,9,4,0.29,6.15,37.93,38.6
3,1,2,1,2,1,5,2,18,4,0.23,9.92,21.08,24.7
0,1,3,1,2,1,46,2,15,1,0.64,22.47,361.77,300.0
0,2,3,0,1,2,11,7,15,4,1.0,34.17,37.59,42.1
2,1,3,0,3,2,42,2,16,0,0.55,37.59,552.57,300.0
2,2,2,0,2,1,12,1,8,4,0.16,50.0,510.0,300.0
4,0,2,1,4,2,24,6,17,2,0.43,13.76,46.78,51.2
5,2,1,0,1,0,48,5,18,3,0.47,22.72,218.11,233.9
2,0,2,0,1,2,0,7,8,1,0.78,12.59,2.0,4.3
4,1,2,1,1,2,33,7,14,6,0.64,21.45,85.95,96.9
2,1,2,1,4,1,46,4,12,2,0.94,50.0,488.75,300.0
3,1,1,1,1,2,42,6,18,2,0.68,12.15,85.05,97.7
0,0,2,1,1,1,37,4,21,0,0.59,11.3,88.85,98.1
1,2,3,1,1,1,10,4,17,2,0.59,37.59,65.78,74.9
3,0,1,0,2,1,21,6,14,3,0.94,3.04,10.64,12.5
0,0,4,0,1,2,1,1,10,1,0.98,9.69,5.33,6.3
3,2,1,1,1,2,6,6,21,3,0.74,18.97,18.97,22.2
4,1,3,0,1,2,27,1,12,5,0.67,16.18,305.8,300.0
1,1,3,0,1,1,14,1,13,0,0.43,14.27,139.85,148.9
2,2,2,1,2,1,20,1,11,2,0.14,50.0,850.0,300.0
4,0,1,1,1,1,45,4,19,0,0.45,8.73,98.21,105.3
4,0,1,1,1,1,27,5,14,0,0.34,7.99,43.15,46.4
1,2,2,1,2,2,20,5,21,6,0.86,50.0,170.0,194.3
1,1,4,0,2,2,48,3,15,5,0.43,18.82,165.62,178.0
3,2,2,1,6,1,3,3,12,1,0.18,37.0,31.45,30.9
2,2,3,1,3,1,23,3,16,5,0.77,50.0,268.33,300.0
0,1,1,1,1,1,45,2,10,6,0.62,17.99,404.78,300.0
1,1,3,0,1,1,46,1,13,6,0.15,15.9,511.98,300.0
4,0,1,1,1,2,48,2,15,4,0.33,9.07,217.68,230.3
3,0,1,0,2,1,15,2,11,0,0.85,3.0,22.5,26.2
5,1,2,1,1,1,16,7,13,5,0.59,13.3,25.84,30.1
4,1,2,0,3,1,11,7,20,5,0.44,20.01,26.73,29.2
5,1,2,0,1,1,48,2,21,6,0.97,9.83,200.53,228.2
0,0,2,0,2,1,5,4,21,4,0.92,10.37,11.02,11.3
4,0,2,1,1,1,43,2,15,1,0.53,7.36,134.5,144.8
0,0,3,1,1,1,6,1,17,0,0.22,10.01,42.04,43.6
3,1,3,1,3,1,23,2,21,5,0.71,14.41,116.0,129.7
2,1,2,0,1,1,47,2,17,4,0.84,25.76,514.56,300.0
1,1,4,1,1,2,22,7,21,4,0.31,23.52,40.66,40.9
4,1,2,1,1,0,7,2,16,5,0.91,18.6,55.34,63.5
4,0,4,1,1,1,20,3,11,5,0.49,8.34,30.58,35.2
0,1,1,1,1,1,39,2,12,2,0.33,17.8,347.1,300.0
3,0,2,0,8,0,40,4,12,1,0.25,7.22,61.37,62.6
1,1,4,1,2,0,33,4,13,4,0.3,19.59,88.89,96.8
2,0,1,1,4,2,12,6,17,0,0.91,32.76,65.52,73.6
4,0,5,0,2,1,30,7,16,1,0.43,6.5,11.14,14.7
1,0,3,1,1,1,37,7,10,3,0.62,9.91,36.67,40.9
5,2,2,1,1,1,25,4,9,5,0.26,24.06,127.82,137.5
0,0,2,0,2,1,15,7,13,0,0.87,8.92,16.25,19.7
3,0,1,1,2,1,5,7,8,1,0.26,6.69,4.78,6.0
3,0,2,1,2,2,46,7,15,6,0.15,7.54,42.12,46.7
1,2,5,0,1,1,27,6,16,0,0.92,32.12,57.82,65.0
1,0,5,1,1,0,8,5,19,6,0.74,8.44,5.4,9.9
4,0,1,0,2,1,48,7,17,5,0.64,5.59,38.33,44.7
4,0,1,0,1,1,21,5,12,0,0.23,5.33,22.39,22.7
1,2,1,1,2,1,16,6,16,4,1.0,36.65,97.73,112.7
2,2,2,1,2,1,18,3,17,2,0.29,50.0,255.0,270.1
0,1,4,0,1,1,38,1,17,6,0.78,13.8,288.42,300.0
0,1,1,1,3,1,34,6,8,4,0.64,27.31,154.76,170.1
2,0,2,1,3,1,32,3,8,4,0.42,21.66,196.38,211.2
0,0,5,1,2,1,27,1,16,4,0.63,13.72,148.18,164.4
4,1,2,1,2,1,6,6,11,1,0.8,22.79,19.37,25.7
3,0,2,1,2,1,14,3,10,6,0.96,7.01,27.81,35.1
5,0,1,1,4,1,12,3,13,1,0.57,9.88,39.52,46.5
3,2,2,0,2,1,33,2,11,1,0.88,16.73,234.64,265.0
5,0,2,1,1,2,21,5,10,2,0.6,8.9,31.77,37.9
2,0,2,1,1,2,11,4,17,5,0.6,18.18,42.5,47.7
3,1,4,0,1,1,45,3,15,5,0.46,6.33,52.22,56.1
5,0,4,0,2,2,38,4,20,2,0.11,5.24,27.38,27.6
3,1,2,1,3,1,47,1,17,0,0.69,10.99,439.05,300.0
0,0,1,0,1,1,30,6,21,2,0.39,8.95,44.75,48.9
3,0,4,0,1,1,27,6,14,1,0.68,3.0,7.43,4.7
5,1,2,0,1,2,36,1,8,2,0.79,12.75,390.15,300.0
4,0,1,0,1,1,28,2,8,2,0.8,5.58,78.12,90.0
2,1,3,0,2,1,23,4,16,5,0.85,30.22,121.64,142.4
3,2,2,1,1,1,46,3,17,0,0.4,18.0,234.6,250.4
5,0,2,1,2,2,42,5,20,2,0.25,9.15,65.33,69.9
0,1,1,0,1,1,46,1,19,3,0.22,14.31,658.26,300.0
3,0,1,1,4,1,46,5,14,6,0.71,9.37,86.2,97.6
1,2,3,1,1,1,41,4,15,4,0.55,34.2,245.38,266.8
3,1,1,1,2,1,14,3,16,2,0.88,11.99,55.95,61.9
3,1,4,1,1,1,43,5,20,2,0.13,8.73,41.29,40.4
0,0,1,0,1,1,1,6,16,6,0.45,7.88,2.0,2.5
0,0,2,1,1,1,33,5,18,2,0.82,9.44,52.96,59.6
3,0,3,0,1,2,6,5,10,0,0.24,3.0,2.52,1.9
0,2,4,0,1,0,16,2,9,3,0.14,30.76,135.34,137.1
1,1,4,1,1,1,44,6,13,5,0.67,15.76,63.57,74.3
4,0,2,1,2,1,9,2,20,5,0.92,8.73,33.39,40.2
1,0,1,1,2,1,6,3,19,5,0.68,11.7,23.4,31.1
2,0,1,1,1,2,39,4,18,0,0.49,16.2,157.95,173.4
5,1,2,1,4,1,47,2,14,1,0.84,22.44,448.24,300.0
0,1,3,0,2,1,12,2,21,5,0.86,17.71,74.38,82.1
1,0,4,1,1,1,3,2,19,3,0.59,8.1,6.68,9.3
3,0,2,0,2,1,48,5,14,3,0.15,3.01,24.56,25.5
4,0,3,1,1,1,4,5,10,5,0.56,8.51,4.77,6.2
5,0,3,1,1,0,28,6,12,0,0.18,6.61,21.59,21.1
5,2,1,1,2,1,39,5,8,0,0.98,28.27,220.51,252.6
4,1,3,0,1,1,38,2,9,0,0.87,15.75,209.48,236.4
0,2,2,1,1,0,8,4,10,3,0.67,34.04,57.87,65.4
0,0,1,1,1,1,27,5,10,4,0.37,12.59,67.99,73.8
1,2,2,0,1,1,30,7,9,6,0.38,30.06,109.5,117.5
0,0,4,0,1,1,3,4,14,3,0.68,8.3,3.42,3.4
3,1,3,0,4,2,18,3,16,0,0.64,12.56,52.75,61.6
3,0,1,1,2,1,17,6,8,4,0.38,7.44,21.08,26.3
0,1,3,1,1,1,28,3,19,4,0.65,17.65,115.31,129.1
4,1,1,0,1,2,0,3,15,1,0.19,16.7,2.0,4.3
0,1,2,0,1,1,31,6,21,3,0.81,17.44,76.59,87.1
2,2,1,1,1,1,7,4,9,5,0.94,50.0,87.5,103.7
3,1,3,0,1,2,29,2,11,2,0.28,7.25,73.59,78.0
2,2,1,0,4,1,45,5,13,3,0.35,50.0,450.0,300.0
2,0,4,1,1,1,35,1,18,2,0.96,16.56,318.78,300.0
0,1,3,1,2,1,23,1,16,1,0.78,22.11,355.97,300.0
2,1,2,0,2,1,29,2,19,0,0.57,32.51,400.69,300.0
4,1,4,0,1,1,41,4,16,0,0.62,12.29,69.28,76.6
5,0,1,1,1,2,33,2,17,1,0.48,7.9,130.35,142.4
2,0,4,0,1,0,41,2,20,3,0.14,12.12,136.65,141.6
2,2,1,0,2,1,29,1,16,4,0.64,50.0,1450.0,300.0
3,1,3,0,1,1,35,2,19,2,0.27,5.13,62.84,67.3
5,1,1,1,1,1,21,5,13,0,0.5,14.78,62.08,70.6
1,0,1,1,1,2,48,7,15,6,0.57,9.79,67.13,73.1
2,0,4,1,2,1,42,2,10,1,0.96,20.7,239.08,276.6
4,0,2,0,1,1,1,4,18,1,0.53,4.26,2.0,1.6
3,1,1,0,1,1,13,1,17,2,0.91,6.83,88.79,103.0
0,0,3,1,1,1,27,2,19,0,0.87,11.17,105.56,121.3
3,2,4,1,2,1,34,3,19,2,0.3,23.09,143.93,153.9
0,2,2,1,1,0,1,1,17,2,0.96,38.64,32.84,39.0
2,1,2,0,2,1,42,5,16,2,0.93,30.2,215.63,246.9
2,0,1,1,1,1,8,2,13,5,0.98,15.75,63.0,75.4
4,0,3,1,1,1,46,7,11,2,0.4,8.64,39.74,39.8
2,1,3,0,4,1,5,1,17,1,0.66,45.08,157.78,174.9
1,0,4,1,2,1,8,4,15,6,0.86,10.95,12.04,10.9
0,1,1,1,1,2,41,2,21,5,0.29,25.15,515.57,300.0
4,2,1,0,1,0,17,1,19,1,0.4,29.01,493.17,300.0
0,0,2,1,4,1,47,7,18,3,0.41,19.05,108.72,119.3
2,1,2,1,1,1,24,3,18,6,0.27,24.58,167.14,176.9
0,2,2,1,1,1,26,1,21,3,0.68,36.67,810.41,300.0
4,0,4,1,1,1,41,1,8,3,0.27,7.83,176.57,184.4
2,1,1,1,1,1,28,1,18,2,0.45,24.27,679.56,300.0
1,1,3,1,3,1,9,7,13,5,0.93,28.65,25.78,32.3
1,2,3,1,1,2,18,3,11,4,0.82,44.56,187.15,211.2
4,2,1,1,1,2,21,1,8,0,0.6,31.24,656.04,300.0
2,1,3,0,4,1,35,2,17,0,0.53,41.75,511.44,300.0
3,1,4,0,1,1,35,3,19,1,0.89,5.33,34.2,36.8
4,0,1,1,1,0,43,5,21,0,0.67,8.75,75.25,82.3
5,1,1,0,1,1,16,7,12,3,0.91,8.95,20.46,24.1
1,0,1,1,1,2,6,3,10,1,0.43,10.18,20.36,24.1
5,0,3,1,3,1,46,4,20,1,0.22,9.64,77.6,80.8
0,1,2,1,2,0,34,7,18,3,0.16,23.69,97.81,103.5
1,1,2,1,2,1,40,7,18,6,0.75,21.79,105.84,120.9
4,0,1,1,3,1,23,2,20,3,0.74,11.06,127.19,145.7
1,0,1,1,2,0,10,6,13,4,0.43,11.53,19.22,22.7
1,1,3,1,1,1,16,6,16,0,0.8,18.87,35.22,39.8
