service_type,priority_score,is_walk_in,party_size,age_bracket,queue_length_ahead,active_counters,hour_of_day,day_of_week,rolling_velocity_mins,queuing_theory_baseline,actual_wait_mins
1,3,1,1,1,3,4,10,4,19.13,13.06,16.0
1,1,1,1,2,33,1,17,3,24.16,566.28,240.0
1,1,1,1,2,22,2,14,6,20.45,164.75,216.3
1,2,0,1,1,1,2,10,5,14.92,9.47,8.5
1,3,0,1,1,27,3,15,1,13.51,63.94,83.6
2,3,0,1,1,29,1,14,2,29.25,426.5,240.0
2,2,0,2,1,24,5,11,6,32.76,94.59,94.6
1,4,0,1,1,11,2,15,3,13.9,177.11,234.9
0,3,1,1,1,8,3,11,5,9.99,19.08,24.0
0,1,1,2,1,34,1,11,3,10.78,272.94,240.0
0,2,1,1,2,36,6,11,2,13.5,48.98,51.6
1,5,0,1,1,19,4,10,0,14.97,23.39,25.0
1,2,1,2,1,35,2,14,5,23.36,251.63,240.0
0,2,0,1,2,26,3,14,2,8.46,47.1,63.0
0,1,0,1,1,30,2,10,2,5.2,55.96,57.0
0,2,1,2,2,24,4,13,0,16.41,64.3,88.5
2,3,1,2,1,6,4,9,2,35.0,27.26,28.4
1,1,1,2,2,7,2,17,2,27.38,75.78,91.7
1,3,0,1,0,3,3,14,6,14.83,12.8,20.7
0,4,1,2,1,5,4,18,4,11.17,10.44,17.1
1,3,0,1,1,7,3,11,3,11.9,14.69,16.0
0,4,1,1,2,26,5,11,2,11.11,22.83,28.0
1,1,1,1,0,0,1,18,5,21.48,6.78,13.8
0,2,1,1,1,29,1,13,1,10.32,182.85,240.0
0,1,0,1,1,27,5,13,0,6.03,26.35,34.2
0,3,0,1,0,33,3,10,4,6.32,36.34,42.5
0,5,1,1,2,12,1,14,2,13.35,49.66,66.9
2,1,1,1,2,1,5,14,4,35.0,16.98,23.6
0,2,1,3,0,44,1,12,6,16.16,428.62,240.0
0,1,0,1,1,25,2,18,3,5.26,125.47,151.4
1,2,1,2,1,5,3,16,0,19.9,32.15,34.1
2,2,1,1,2,2,5,12,3,35.0,18.93,21.7
0,3,1,4,1,14,1,16,6,16.42,135.23,136.9
1,1,1,1,1,44,6,11,2,18.67,96.31,100.6
2,1,0,2,2,20,5,16,5,35.0,100.6,103.7
0,1,0,1,1,22,1,18,2,5.89,106.21,124.8
0,1,1,1,2,28,2,14,3,12.86,131.13,174.8
0,2,0,2,2,29,2,9,1,10.59,94.74,95.8
1,1,0,1,1,24,4,17,0,13.76,62.71,75.5
0,2,0,2,0,44,1,18,6,9.32,247.9,240.0
0,3,0,1,0,12,2,12,5,7.55,26.01,26.7
1,2,0,1,2,18,6,18,2,18.52,38.87,46.8
1,4,1,1,1,1,5,17,3,18.85,7.24,12.4
0,3,1,1,0,33,3,9,5,10.96,60.18,66.1
1,1,0,2,1,29,4,10,0,17.64,91.37,103.7
0,1,1,1,1,34,3,10,5,9.88,80.34,81.1
0,4,1,1,1,10,6,9,0,9.66,8.28,11.2
1,2,0,1,1,3,5,16,2,14.61,9.6,6.7
2,2,0,1,1,21,1,13,3,25.1,323.2,240.0
0,3,0,1,1,21,1,11,0,6.23,67.38,76.1
2,1,1,1,2,31,1,17,3,35.0,773.38,240.0
1,2,1,1,1,31,1,13,6,15.7,295.94,240.0
0,3,1,1,1,19,1,10,0,8.79,86.55,98.2
1,3,1,1,0,44,5,16,5,19.7,88.32,90.6
0,4,0,1,0,12,4,17,2,6.01,9.39,9.9
2,2,1,3,1,11,4,18,5,35.0,68.55,82.6
2,3,0,2,1,18,6,15,0,35.0,62.45,82.2
0,1,1,2,1,18,4,12,2,10.63,38.78,38.6
0,2,0,2,1,20,2,14,3,8.31,54.3,73.1
0,1,1,1,2,45,5,13,1,10.13,69.09,91.3
0,1,1,1,2,26,1,12,1,10.94,203.43,207.3
0,3,1,1,1,41,1,9,3,9.55,204.03,206.8
0,1,0,2,0,24,3,14,5,9.21,56.27,76.1
1,2,1,1,2,11,2,12,1,20.05,71.76,75.1
0,2,1,1,1,5,2,17,0,9.71,35.9,48.0
1,1,1,1,1,45,3,15,4,18.72,204.03,240.0
1,3,0,1,2,1,4,13,6,18.42,9.47,14.3
0,3,0,1,1,39,1,11,3,5.78,113.13,115.3
2,3,0,1,1,8,1,10,5,29.26,125.56,126.4
0,3,1,2,1,19,2,18,0,12.61,63.46,77.1
0,2,0,1,1,33,4,15,5,6.63,35.34,45.9
1,5,1,3,1,18,1,14,3,24.72,133.07,173.8
0,1,1,2,2,26,3,12,6,13.62,88.23,90.6
1,2,0,3,1,30,1,18,3,22.02,400.12,240.0
2,5,1,1,1,16,6,13,5,34.48,37.34,52.9
2,1,0,3,1,1,3,17,4,35.0,53.83,65.1
1,1,0,4,2,38,5,9,5,26.17,141.1,141.5
1,2,0,1,1,10,3,15,4,12.98,31.42,42.8
0,3,0,1,1,8,5,17,2,5.34,6.02,9.6
0,2,1,3,0,30,6,9,2,15.04,47.59,48.3
1,3,1,1,2,20,4,10,5,19.3,48.6,51.5
0,1,0,1,1,21,1,16,2,6.42,99.75,101.7
0,4,1,1,1,45,1,14,2,10.07,179.82,238.4
0,1,1,1,1,5,6,10,0,9.39,7.43,8.5
1,2,1,1,1,26,2,18,0,19.11,154.48,184.3
0,2,1,1,2,26,6,16,0,11.45,29.8,33.5
1,2,1,1,0,6,3,13,5,18.4,28.57,36.3
0,2,1,1,2,27,3,10,3,10.95,60.77,64.7
0,2,0,1,1,25,5,14,6,5.61,18.42,25.3
0,3,0,4,1,9,1,16,1,10.6,51.98,54.4
0,3,0,2,0,38,3,17,5,8.25,54.89,69.9
2,2,0,2,0,32,3,11,6,34.17,220.34,220.5
0,1,1,1,1,11,1,13,6,10.05,81.39,109.5
0,4,1,1,1,5,4,13,2,10.27,9.48,15.3
1,4,1,1,1,22,4,11,2,19.95,46.86,46.0
0,2,0,1,1,16,6,11,1,6.34,10.26,14.2
0,3,0,4,0,12,6,10,5,11.78,14.09,17.1
0,2,0,1,1,41,1,15,4,5.12,127.17,167.5
2,1,0,1,1,8,1,9,1,25.93,154.32,155.5
1,2,0,1,1,0,4,15,2,12.71,4.1,9.2
0,3,1,3,1,19,4,12,2,14.01,37.11,38.5
0,3,1,3,1,39,6,13,6,12.32,43.54,60.1
0,4,0,2,1,12,4,14,5,8.18,43.62,58.3
0,1,0,1,0,30,1,10,6,5.97,131.23,133.1
1,2,1,1,2,20,3,14,5,22.36,96.45,130.4
2,1,0,1,2,9,6,9,3,31.72,34.26,36.4
0,3,0,2,0,6,2,17,4,8.85,15.69,18.5
1,1,1,4,0,34,5,10,2,35.0,168.9,172.8
0,2,0,1,1,24,2,13,0,6.6,49.1,64.5
0,3,0,2,1,4,2,9,2,7.5,12.29,12.6
0,3,0,2,1,23,2,13,2,8.36,49.66,68.6
0,1,1,1,1,43,6,10,4,8.23,41.79,51.5
2,1,1,1,1,44,3,16,6,31.79,328.71,240.0
0,1,1,1,1,42,6,18,6,9.73,51.57,64.2
0,2,1,1,2,41,4,11,1,10.94,67.46,72.0
2,1,0,1,0,4,6,17,5,34.6,26.57,30.7
2,1,1,1,1,30,5,11,5,30.77,132.83,138.1
1,5,1,1,1,39,2,14,2,17.19,319.42,240.0
2,2,1,1,2,14,3,15,2,35.0,109.51,147.3
0,2,1,1,2,23,4,10,0,11.88,42.94,53.6
1,1,1,1,0,34,6,12,5,20.77,89.0,91.7
1,2,0,1,1,45,1,18,5,15.5,547.03,240.0
2,2,0,1,2,16,3,13,5,34.0,118.3,152.1
1,2,0,2,1,41,1,10,4,14.91,376.83,240.0
0,2,1,3,0,17,3,10,4,13.9,50.47,60.8
1,5,0,1,1,6,5,17,6,15.41,10.55,16.1
0,1,0,2,1,41,1,14,5,6.41,188.04,240.0
0,2,0,1,1,20,1,13,2,6.65,82.69,109.2
0,2,1,1,1,24,5,14,4,9.78,32.79,43.3
2,2,1,2,1,7,5,13,0,35.0,39.89,51.1
0,1,1,1,2,38,4,15,4,11.24,78.46,104.8
1,3,0,1,2,32,3,15,1,17.65,99.43,132.1
0,1,1,1,1,34,3,15,1,9.68,81.46,106.3
2,2,1,1,1,38,3,16,0,27.48,213.23,240.0
0,2,1,2,1,40,6,14,0,11.25,190.51,240.0
1,2,0,1,1,19,1,17,3,14.44,167.7,199.7
2,2,1,1,0,36,4,17,2,30.06,175.66,211.7
0,1,1,2,1,35,4,18,5,10.47,70.19,84.4
0,2,0,1,1,42,3,10,0,6.69,56.24,65.3
1,1,1,3,1,42,5,10,5,26.83,160.42,164.6
2,1,0,1,1,29,4,10,4,25.15,130.47,149.7
1,3,1,1,1,8,5,18,3,15.34,16.78,26.5
0,3,0,1,2,20,1,13,0,8.12,84.1,111.7
2,3,0,1,1,7,6,14,1,27.25,24.18,32.9
0,2,0,3,2,28,6,12,0,9.94,31.7,34.2
1,3,1,4,2,33,2,12,3,35.0,294.4,240.0
1,1,1,1,1,3,2,9,6,17.2,20.76,26.8
0,2,0,1,2,12,4,9,1,8.48,15.95,17.2
1,1,0,2,1,3,5,10,5,19.33,9.64,11.4
1,3,0,3,1,22,6,9,2,17.88,33.99,35.8
2,2,1,3,1,18,2,18,5,35.0,221.73,240.0
0,3,0,1,2,23,4,15,0,7.94,25.72,38.1
0,3,1,1,1,36,1,9,4,8.67,157.43,180.1
1,2,0,1,1,12,4,10,1,11.92,22.66,26.4
0,2,1,1,2,30,5,14,0,11.4,44.37,58.7
0,1,1,1,0,43,1,9,4,11.96,365.43,240.0
2,2,1,1,1,17,4,13,0,29.4,83.71,109.5
0,3,0,1,1,12,5,11,4,5.49,6.8,10.8
2,1,0,1,1,11,6,10,5,30.28,42.54,43.9
0,5,1,2,2,30,6,10,6,12.87,19.26,20.9
0,5,0,1,0,7,4,13,5,6.35,6.2,12.8
1,1,1,1,1,18,1,16,4,15.86,218.06,240.0
1,3,1,1,1,38,1,11,1,17.78,373.78,240.0
1,1,1,2,1,34,4,16,1,18.85,112.96,115.5
1,3,1,1,1,22,5,14,2,17.12,42.79,58.7
1,2,0,1,2,13,1,9,6,17.3,167.07,169.1
0,3,0,1,0,15,3,15,3,5.84,16.94,18.9
0,2,0,1,2,5,2,17,0,8.26,15.11,21.1
0,4,1,4,1,14,5,18,0,15.06,21.02,25.1
1,4,1,3,1,18,6,12,1,26.84,40.89,45.1
0,3,1,1,1,17,5,10,2,8.73,15.02,15.9
0,2,1,1,1,35,1,14,5,9.35,199.0,240.0
0,2,0,1,2,23,3,13,2,6.74,33.82,44.1
0,3,1,1,1,40,2,9,4,9.68,96.33,114.8
0,5,0,1,2,24,1,9,5,7.09,51.65,54.2
1,1,1,3,1,32,1,14,4,28.46,647.95,240.0
0,2,0,1,1,45,6,12,1,5.45,27.44,24.6
2,3,1,1,2,6,5,11,0,35.0,22.53,26.0
1,2,0,1,1,8,4,13,5,13.1,21.93,31.7
0,3,1,1,1,39,5,11,2,10.47,41.34,43.3
1,1,1,1,0,15,4,9,5,18.77,53.47,55.0
0,3,0,3,1,32,4,18,4,10.13,43.6,54.4
1,3,1,1,1,45,6,13,0,15.66,64.08,88.4
2,2,1,1,2,6,4,11,5,34.1,32.16,29.5
1,3,1,1,1,5,3,10,5,19.34,18.5,21.1
1,4,1,1,0,33,1,17,4,17.87,233.27,240.0
0,3,1,1,1,35,2,11,3,10.61,94.98,97.7
0,1,1,1,2,20,3,9,5,11.25,54.26,59.9
2,3,0,1,0,35,1,18,2,26.48,463.53,240.0
0,2,0,3,1,2,5,11,6,10.14,3.33,2.0
0,2,1,1,1,29,3,12,3,9.5,57.57,59.5
0,4,1,1,0,24,1,13,6,10.47,100.03,131.7
1,2,1,1,0,33,3,18,6,19.08,163.34,192.5
0,2,1,1,1,39,6,13,5,10.9,47.51,64.6
2,3,0,1,1,27,6,10,6,25.57,57.04,59.9
0,2,1,2,1,29,6,9,5,11.93,37.59,43.3
0,4,0,1,0,20,6,16,0,7.22,9.48,12.9
1,1,1,1,1,39,6,13,0,16.63,82.49,111.4
0,3,0,1,1,8,4,17,4,5.97,8.04,10.9
1,1,0,1,1,37,6,13,3,15.11,71.15,90.5
0,1,0,2,1,40,6,13,3,6.92,35.57,43.8
0,1,0,4,0,12,5,11,3,11.74,22.75,22.8
0,1,1,1,0,36,5,17,6,9.42,50.68,60.1
2,3,1,2,1,16,4,16,6,35.0,72.72,74.3
1,3,0,1,1,5,3,15,5,12.69,15.99,25.9
1,1,1,4,1,34,3,10,6,26.18,212.39,214.9
0,1,0,1,0,0,1,13,0,7.39,2.49,4.9
1,1,0,1,1,26,2,17,0,15.9,149.75,174.7
0,2,1,1,2,43,6,16,5,10.57,45.87,51.4
2,2,1,2,2,5,4,16,1,35.0,34.02,35.4
1,1,1,2,1,3,1,9,6,22.8,55.35,56.8
1,3,1,1,2,23,2,18,6,19.04,114.21,138.8
0,4,0,1,1,37,4,16,0,5.94,23.14,24.1
1,1,1,1,1,6,5,12,5,14.93,17.09,23.3
0,1,1,1,0,42,3,17,3,10.38,105.86,127.4
2,3,0,1,1,35,3,16,1,25.45,155.78,155.8
0,4,0,2,1,24,1,9,0,6.88,68.66,79.7
0,1,1,1,1,23,2,13,2,8.98,76.4,104.6
0,4,1,1,1,42,5,13,5,9.92,35.15,46.1
0,1,1,3,1,10,5,10,3,13.46,21.75,26.9
0,2,0,1,1,6,1,16,2,5.93,24.18,20.6
2,1,0,2,1,45,4,12,1,30.52,250.53,240.0
1,4,1,1,1,12,5,13,1,19.67,24.92,35.0
2,2,1,2,1,38,4,11,0,35.0,212.59,240.0
1,2,1,1,2,44,6,17,3,22.44,105.06,124.5
0,1,1,1,2,36,3,18,1,12.13,106.95,129.8
1,2,0,1,1,39,1,12,0,14.37,338.99,240.0
0,3,0,1,1,28,6,11,5,5.62,13.32,10.0
2,5,0,1,1,14,2,11,0,28.35,64.15,74.4
0,5,0,1,1,33,3,11,2,5.85,19.27,19.7
0,3,1,3,1,17,3,10,2,12.28,39.58,44.2
0,3,1,2,1,10,3,10,5,11.57,20.24,21.9
0,5,1,1,1,10,5,16,2,9.73,6.03,6.6
0,1,1,1,1,45,3,17,5,10.45,113.64,140.1
0,1,0,1,1,3,4,16,1,5.6,5.05,5.5
1,1,1,1,1,41,1,12,4,15.69,455.95,240.0
1,2,1,1,1,22,5,9,4,20.0,54.97,62.0
0,5,1,2,2,32,6,18,3,13.28,24.16,31.1
0,2,1,2,1,23,5,16,4,12.55,34.79,40.8
2,2,1,1,0,44,5,13,5,31.46,175.16,231.8
0,3,1,2,2,41,5,18,3,15.7,67.89,84.5
2,4,0,1,1,16,3,11,1,28.91,61.56,61.4
0,3,1,1,2,0,3,14,1,12.57,6.11,9.5
1,4,1,1,0,7,3,15,1,21.98,26.63,35.8
1,1,0,1,0,2,5,16,1,13.44,5.01,7.8
1,2,1,1,2,1,3,9,3,20.31,6.14,7.3
2,2,0,1,1,23,6,16,5,24.01,56.76,59.8
0,2,1,1,1,20,4,10,6,8.89,27.14,32.3
0,1,1,2,1,41,2,13,5,10.51,154.46,205.0
1,4,1,2,1,19,4,13,0,19.43,43.17,59.0
1,2,0,1,1,36,5,17,1,12.79,60.62,71.9
0,2,1,1,1,10,1,15,6,9.9,63.11,84.3
1,1,0,3,1,40,2,12,2,22.57,323.05,240.0
0,5,1,2,2,27,2,17,2,15.43,75.55,93.8
0,2,1,1,0,40,3,18,0,10.94,90.55,111.0
1,1,1,2,1,5,5,16,4,24.45,21.5,27.1
0,1,0,1,1,27,4,13,0,5.18,27.36,36.3
1,5,0,1,1,4,4,12,0,14.78,9.56,9.9
0,5,1,1,1,20,4,10,3,9.6,16.32,17.3
0,2,1,1,1,35,2,17,3,10.15,133.07,158.6
1,2,0,1,2,18,5,11,2,19.39,42.08,41.2
1,4,1,3,1,8,4,17,3,24.99,27.5,34.7
0,3,1,1,1,10,3,9,3,8.92,15.43,15.1
0,4,1,1,1,27,2,13,3,8.9,49.91,72.3
0,2,1,1,1,28,5,14,4,8.5,32.6,47.6
0,5,1,1,1,2,3,14,1,8.73,6.66,14.0
2,2,0,1,1,7,3,11,1,27.65,44.71,41.2
2,2,1,1,0,25,4,10,5,31.44,124.67,128.9
0,1,1,1,1,16,5,16,6,8.95,21.18,21.4
0,2,1,2,1,34,1,16,4,10.27,211.75,240.0
2,3,0,1,2,28,5,12,5,35.0,108.69,112.2
1,2,1,1,1,39,5,9,1,18.83,87.99,88.1
1,2,0,2,1,0,5,13,2,15.9,5.38,8.5
1,2,1,1,1,33,6,14,2,18.22,67.51,88.5
0,5,1,2,2,5,1,12,5,14.84,498.44,240.0
0,2,1,1,1,26,2,9,3,10.61,83.99,92.1
2,1,0,1,1,40,4,14,0,29.55,216.11,240.0
1,1,1,1,1,21,5,18,4,19.42,63.69,79.0
0,3,1,1,1,19,3,11,4,10.88,35.2,39.7
0,2,0,1,1,36,4,18,4,6.89,39.3,50.6
0,1,1,1,2,31,2,16,0,11.04,121.97,140.5
1,2,1,1,0,33,3,12,5,19.62,135.33,139.2
0,4,1,4,1,21,4,16,3,17.78,37.46,38.2
0,4,0,1,1,41,4,18,6,6.47,28.84,37.6
2,1,1,1,1,36,5,9,3,34.65,176.35,176.2
0,1,1,2,2,2,5,13,3,15.54,10.99,18.2
0,1,1,2,1,25,6,12,0,10.82,36.11,43.0
0,4,0,1,1,15,2,13,4,6.09,20.04,26.8
0,1,1,2,0,37,2,12,2,13.71,183.53,184.2
0,1,0,1,1,22,4,18,6,6.47,27.72,32.5
2,1,1,1,1,15,4,14,6,29.51,86.71,112.2
2,4,1,1,0,6,3,16,6,32.74,41.54,46.7
0,3,0,1,2,40,4,12,1,6.81,37.82,40.4
0,2,0,1,1,13,4,13,4,5.89,13.63,19.8
1,3,1,2,0,29,4,18,3,24.71,108.97,131.4
0,3,0,1,1,7,4,9,1,6.31,6.22,5.8
0,3,1,2,1,8,1,17,3,12.59,54.24,64.6
2,1,0,1,1,35,4,14,0,23.84,155.27,206.0
0,2,1,4,1,36,1,14,0,18.09,394.94,240.0
0,3,1,1,0,43,5,13,5,9.86,46.5,64.8
0,2,1,1,0,43,2,14,4,11.44,150.32,199.0
0,1,0,1,1,8,6,14,1,5.38,7.5,10.2
0,1,1,1,1,26,1,11,0,10.29,192.7,222.1
0,5,0,1,1,29,2,17,5,6.0,28.9,33.6
0,3,1,2,1,38,3,17,4,10.32,68.73,86.7
1,3,0,2,1,38,6,17,5,19.27,65.74,78.8
0,3,1,1,0,35,1,16,1,11.83,210.91,214.5
0,1,0,2,1,44,3,12,6,7.64,82.08,86.9
1,1,1,1,1,15,4,12,2,15.88,47.74,47.4
2,2,1,3,1,24,4,15,3,35.0,137.21,184.4
0,2,1,1,1,16,3,13,0,9.14,31.74,47.9
0,3,1,1,1,15,2,9,6,8.48,32.36,37.4
0,1,1,1,1,28,1,18,1,9.0,179.83,215.4
1,1,1,1,0,24,2,12,0,17.3,152.21,170.8
0,1,1,2,2,13,6,18,2,16.11,30.26,34.4
0,2,1,1,1,1,4,18,1,8.8,4.76,7.0
0,1,0,4,0,42,4,9,0,12.5,93.71,109.4
0,1,1,3,1,38,1,13,2,12.96,350.94,240.0
0,1,0,1,2,22,6,9,6,8.34,23.21,21.5
0,1,0,2,1,8,1,10,3,6.44,39.68,44.6
1,2,1,1,1,28,2,14,6,16.68,146.0,188.8
1,2,0,2,0,20,1,17,5,19.05,341.3,240.0
0,2,0,1,2,24,1,10,1,6.42,97.27,100.6
0,1,1,1,1,39,3,17,1,10.8,102.16,123.8
0,2,1,2,2,29,1,9,4,16.11,297.99,240.0
0,3,0,2,1,25,3,11,4,6.59,28.32,31.3
2,1,1,3,1,2,5,12,2,35.0,21.54,24.2
2,4,0,1,1,22,4,13,2,30.33,74.99,98.7
0,2,1,2,1,22,5,16,0,13.13,35.31,43.8
0,1,0,1,1,24,5,11,5,6.16,21.18,19.0
0,1,0,1,1,16,1,15,3,5.97,69.56,91.9
1,1,1,1,2,32,2,15,4,19.58,225.22,240.0
1,2,1,1,1,22,5,10,1,19.29,51.14,49.8
1,2,1,1,2,15,5,12,2,19.59,41.4,47.1
1,3,0,1,1,4,5,14,2,13.5,11.49,11.9
0,3,0,1,1,28,5,18,5,5.66,17.7,22.5
1,2,0,1,1,9,1,18,1,12.43,71.37,86.3
1,2,1,1,0,29,4,17,5,17.83,87.05,106.2
1,2,0,3,1,27,6,10,4,19.52,52.87,60.2
0,1,0,1,1,20,4,18,4,6.62,26.4,32.0
1,1,1,1,1,43,2,18,2,17.89,275.63,240.0
1,2,0,3,1,0,3,16,1,21.03,12.22,14.7
1,1,1,2,1,38,2,17,4,25.07,341.24,240.0
1,2,1,1,1,45,5,18,2,17.17,98.16,119.3
1,2,0,1,1,23,5,12,5,15.57,48.97,47.1
1,2,1,1,1,42,2,12,5,17.66,228.16,228.4
1,1,0,3,1,33,5,12,6,18.78,92.57,91.9
1,1,0,2,2,26,5,18,5,21.72,86.8,106.5
0,1,0,1,1,36,4,10,2,6.39,40.64,41.6
0,1,1,1,2,13,3,11,4,12.6,42.16,47.9
0,2,1,1,0,19,2,15,4,11.93,72.47,96.5
1,2,1,1,0,4,3,10,4,16.59,21.19,23.9
1,1,1,4,1,4,1,14,4,29.85,94.75,125.2
2,1,1,4,1,38,3,12,4,35.0,322.47,240.0
0,2,1,1,1,29,2,17,5,9.31,83.72,99.9
0,1,0,3,2,7,2,18,0,10.08,28.01,32.1
0,1,0,1,1,24,3,15,1,5.83,36.72,49.6
0,2,0,1,2,9,3,18,5,7.05,15.22,18.0
1,1,1,1,1,24,3,10,5,18.89,113.18,116.2
0,3,1,1,1,32,5,14,0,9.76,33.8,48.3
1,3,1,2,1,6,1,17,3,22.63,73.91,88.1
1,2,1,1,1,28,5,11,6,19.52,66.42,69.6
0,1,0,1,1,2,6,16,0,5.13,2.0,2.0
2,1,0,1,2,33,5,14,0,35.0,172.4,228.7
0,1,1,1,1,29,3,14,6,8.84,64.69,90.8
0,1,1,2,1,41,3,11,5,11.82,117.69,120.4
2,2,0,1,1,31,1,15,2,30.98,583.19,240.0
2,1,0,2,1,31,4,9,5,35.0,192.23,194.2
0,4,0,1,1,43,1,15,5,6.51,111.06,144.2
0,5,1,1,1,43,3,12,2,10.17,44.04,50.5
0,3,1,1,1,44,1,11,1,9.37,209.45,208.5
0,3,1,1,0,44,1,10,2,11.92,262.33,240.0
2,1,1,4,0,4,4,12,6,35.0,37.24,40.7
1,3,1,2,1,28,2,10,1,24.83,185.8,188.0
0,1,0,1,2,30,4,12,0,6.81,39.58,47.6
2,5,1,3,0,37,5,17,6,35.0,83.19,101.9
0,3,0,3,2,31,6,10,4,11.25,28.68,32.6
0,2,1,1,0,4,1,11,6,11.84,35.86,39.5
2,3,0,3,1,16,3,15,2,35.0,102.3,133.7
1,1,1,1,0,43,1,11,0,17.42,559.63,240.0
1,2,0,2,2,8,2,18,5,24.05,65.45,81.0
1,4,1,1,1,29,2,12,6,17.92,241.44,240.0
1,1,0,1,1,30,4,13,2,14.64,82.95,108.9
0,3,0,1,2,33,3,12,6,6.58,37.79,40.6
1,2,1,1,1,43,2,10,5,15.15,196.94,196.8
2,2,0,1,1,38,5,9,4,31.45,143.43,163.1
0,3,1,1,2,23,3,10,0,10.31,40.22,47.6
1,4,0,2,2,15,5,18,2,20.73,31.27,35.8
0,1,1,1,2,44,2,10,4,13.61,211.84,240.0
0,1,1,1,1,15,1,11,4,8.97,97.85,113.8
1,2,1,2,0,35,1,13,4,27.02,572.38,240.0
0,2,0,1,1,39,2,10,3,6.61,82.21,83.9
1,2,1,1,1,6,5,17,0,17.13,17.76,22.8
0,3,1,1,0,13,6,13,3,9.78,57.35,78.4
2,3,1,2,1,2,5,10,4,35.0,8.31,13.8
0,2,1,3,1,29,2,13,6,14.42,128.75,169.8
0,1,0,1,1,27,1,9,1,6.48,131.74,134.2
0,1,1,1,1,2,2,15,5,9.83,11.71,16.9
2,2,1,1,1,2,2,15,3,35.0,32.9,49.5
1,4,1,2,2,23,6,9,2,24.62,38.96,38.7
1,2,1,1,1,11,3,10,6,16.85,42.2,46.5
0,2,1,1,2,27,6,13,3,11.82,36.18,50.8
0,3,0,1,1,32,3,15,1,5.32,29.51,40.0
0,1,0,1,0,19,4,9,1,6.34,21.6,20.0
1,1,0,1,1,23,6,13,2,15.19,47.24,64.1
0,2,1,3,1,17,6,17,6,13.35,29.04,34.0
2,5,0,1,1,21,6,15,3,28.13,38.24,51.5
1,4,1,1,1,38,1,9,2,19.05,393.3,240.0
0,3,1,2,1,41,4,10,3,12.69,64.36,63.9
0,2,0,1,1,22,1,17,1,5.44,73.31,88.3
1,2,1,4,1,23,2,16,2,30.26,219.2,222.0
0,2,0,1,1,12,6,11,6,6.65,8.25,7.5
0,3,1,1,1,1,4,11,4,10.55,2.32,6.7
0,2,1,4,1,31,4,12,4,16.52,83.48,91.1
1,1,1,1,0,25,2,11,5,17.94,161.49,162.1
1,1,1,1,1,44,3,12,4,18.63,197.1,219.6
0,2,0,1,2,22,4,14,3,6.53,23.7,33.5
0,3,0,1,1,26,3,9,4,6.34,31.04,32.8
0,1,1,1,2,29,2,11,0,13.49,139.34,157.3
1,3,1,2,0,16,5,17,5,20.52,50.39,60.7
0,3,1,1,1,16,3,13,6,8.34,26.56,37.8
0,3,0,1,1,39,2,15,5,6.76,67.54,89.5
2,3,0,1,2,37,3,18,3,35.0,222.1,240.0
2,1,1,3,1,27,4,14,2,35.0,176.53,230.5
2,4,0,1,2,44,3,15,2,34.97,208.91,240.0
1,1,0,1,1,15,4,14,2,12.7,37.72,51.8
0,1,1,1,1,4,6,14,3,9.68,9.35,16.4
0,2,0,3,1,25,6,16,2,10.05,25.25,28.0
0,2,0,1,0,21,3,14,0,6.87,31.64,42.7
0,4,1,2,0,11,6,13,0,14.14,14.39,25.1
2,2,0,1,1,16,3,16,2,27.09,101.08,101.5
1,1,0,1,1,20,6,11,2,15.99,38.1,41.4
1,5,0,1,1,22,1,15,2,12.26,81.19,106.1
0,2,1,1,0,24,4,15,0,11.4,46.34,65.6
2,2,0,1,0,38,1,16,0,32.02,736.28,240.0
1,2,1,1,1,37,1,16,2,17.33,415.26,240.0
0,3,1,1,1,7,2,10,5,10.9,23.18,24.0
2,1,1,2,1,39,1,14,5,35.0,969.37,240.0
0,1,1,1,0,1,4,10,1,11.18,3.11,7.1
0,2,0,1,2,8,6,11,6,7.08,5.93,2.8
1,4,1,2,1,22,1,9,4,20.82,182.78,207.6
1,1,1,2,1,25,5,10,6,19.88,72.76,78.0
0,1,1,1,1,40,1,18,2,10.0,283.0,240.0
0,3,1,1,1,10,5,11,1,8.78,9.53,13.2
2,3,0,1,1,35,1,17,4,31.0,543.42,240.0
1,2,0,1,1,3,1,12,5,13.01,29.14,29.7
1,3,1,1,2,4,5,11,0,23.63,10.6,18.2
0,1,1,1,1,36,3,18,3,8.47,74.58,88.2
0,2,0,2,1,34,2,17,4,8.53,90.0,108.0
0,2,1,1,1,10,5,18,0,9.06,13.77,15.0
0,2,0,2,2,45,5,12,5,8.33,48.13,48.0
0,1,0,1,2,1,6,9,1,6.51,2.0,2.0
0,2,1,3,2,20,1,18,5,17.73,217.36,240.0
1,1,1,1,1,25,5,15,0,16.19,63.83,88.3
0,3,1,1,0,26,3,11,2,11.84,52.63,57.2
1,3,1,1,1,23,6,9,0,16.24,33.3,41.6
0,2,1,1,1,14,1,14,5,8.8,77.32,104.3
0,2,1,3,1,30,5,17,4,15.27,59.25,74.2
0,2,1,1,1,44,4,11,3,8.32,55.02,58.9
0,4,0,1,0,5,6,15,3,5.76,5.72,10.3
0,2,1,2,1,36,2,12,4,13.05,143.71,166.0
2,3,1,2,1,43,4,16,4,35.0,196.46,223.0
1,1,1,3,1,42,4,11,1,23.9,180.47,184.5
